persid,hhid,persno,primary_mode_raw,travel_mode_3,hhinc_group,hh_income_3,anzsco1,occupation_5,homesubregion_asgs_person,homeregion_asgs_person,region_3,studying,anywork,edu_status_3,agegroup,age_stage_4,totalvehs,veh_own_3,sex,relationship,owndwell,homelga,persinc,perspoststratweight,hhpoststratweight,main_journey_duration_min
Y24H5890336P01,Y24H5890336,1,Vehicle Driver,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",65->69,Seniors,1,1 car,Male,Self,Being Rented,Port Phillip (C),"$1,000-$1,249 ($52,000-$64,999)",1089.911509161,1619.425342,30.0
Y24H5890504P01,Y24H5890504,1,Public Bus,Public,"$1,250-$1,499 ($65,000-$77,999)",Medium,Labourers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,2,2+ cars,Male,Self,Being Rented,Melton (S),Nil income,751.348728415,702.0921657,64.0
Y24H5890504P03,Y24H5890504,3,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Labourers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,2,2+ cars,Male,Unrelated,Being Rented,Melton (S),Nil income,911.098384353,702.0921657,20.0
Y24H5890504P04,Y24H5890504,4,Train,Public,"$1,250-$1,499 ($65,000-$77,999)",Medium,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,2,2+ cars,Male,Unrelated,Being Rented,Melton (S),"$1,250-$1,499 ($65,000-$77,999)",792.871111578,702.0921657,57.0
Y24H5890504P05,Y24H5890504,5,Train,Public,"$1,250-$1,499 ($65,000-$77,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,15->19,Children,2,2+ cars,Male,Unrelated,Being Rented,Melton (S),Nil income,1226.098609383,702.0921657,17.0
Y24H5890524P02,Y24H5890524,2,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Machinery Operators and Drivers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,1,1 car,Male,Child,Fully Owned,Wyndham (C),"$800-$999 ($41,600-$51,999)",400.800484032,323.9528341,10.0
Y24H5890524P03,Y24H5890524,3,Vehicle Passenger,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,20->24,Young Adults,1,1 car,Female,Child,Fully Owned,Wyndham (C),"$1-$149 ($1-$7,799)",534.224140975,323.9528341,15.0
Y24H5890524P04,Y24H5890524,4,Train,Public,"$2,000-$2,499 ($104,000-$129,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,20->24,Young Adults,1,1 car,Female,Child,Fully Owned,Wyndham (C),"$1-$149 ($1-$7,799)",534.224140975,323.9528341,60.0
Y24H5890531P04,Y24H5890531,4,Vehicle Passenger,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,3,2+ cars,Female,Grandchild,Being Purchased,Wyndham (C),Nil income,485.897145627,563.1961773,5.0
Y24H5890532P02,Y24H5890532,2,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,1,1 car,Male,Spouse,Being Purchased,Wyndham (C),"$2,000-$2,999 ($104,000-$155,999)",207.450204533,308.992857,37.5
Y24H5890532P03,Y24H5890532,3,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,Not applicable,Currently Studying,10->14,Children,1,1 car,Male,Child,Being Purchased,Wyndham (C),Nil income,467.507867741,308.992857,15.0
Y24H5890532P04,Y24H5890532,4,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Male,Child,Being Purchased,Wyndham (C),Nil income,242.514340179,308.992857,15.0
Y24H5890533P01,Y24H5890533,1,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Machinery Operators and Drivers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,3,2+ cars,Male,Self,Being Purchased,Wyndham (C),"$1,500-$1,749 ($78,000-$90,999)",623.397888825,576.9036949,21.0
Y24H5890533P03,Y24H5890533,3,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Labourers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,3,2+ cars,Male,Child,Being Purchased,Wyndham (C),"$400-$499 ($20,800-$25,999)",568.639239017,576.9036949,15.0
Y24H5900201P02,Y24H5900201,2,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Spouse,Fully Owned,Whitehorse (C),"$1,750-$1,999 ($91,000-$103,999)",269.369432131,388.7690779,30.0
Y24H5900201P03,Y24H5900201,3,Vehicle Passenger,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Fully Owned,Whitehorse (C),Nil income,391.093947823,388.7690779,10.0
Y24H5900201P04,Y24H5900201,4,Vehicle Passenger,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Fully Owned,Whitehorse (C),Nil income,391.093947823,388.7690779,10.0
Y24H5900203P02,Y24H5900203,2,Vehicle Driver,Private,"$1,500-$1,749 ($78,000-$90,999)",Medium,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",55->59,Adults,3,2+ cars,Female,Spouse,Being Purchased,Whitehorse (C),"$650-$799 ($33,800-$41,599)",406.633679888,450.8594437,30.0
Y24H5900208P01,Y24H5900208,1,Bicycle,Active,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,3,2+ cars,Male,Self,Fully Owned,Whitehorse (C),"$3,000-$3,499 ($156,000-$181,999)",222.624489454,323.326983,68.0
Y24H5900208P03,Y24H5900208,3,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,3,2+ cars,Male,Child,Fully Owned,Whitehorse (C),"$500-$649 ($26,000-$33,799)",287.791108177,323.326983,60.0
Y24H5900209P03,Y24H5900209,3,Vehicle Driver,Private,"$1,500-$1,749 ($78,000-$90,999)",Medium,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,4,2+ cars,Female,Child,Being Purchased,Whitehorse (C),"$1,500-$1,749 ($78,000-$90,999)",341.513737881,733.7072615,48.0
Y24H5900209P04,Y24H5900209,4,Vehicle Driver,Private,"$1,500-$1,749 ($78,000-$90,999)",Medium,Community and Personal Service Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",15->19,Children,4,2+ cars,Female,Child,Being Purchased,Whitehorse (C),"$150-$299 ($7,800-$15,599)",919.88090316,733.7072615,21.0
Y24H5900210P02,Y24H5900210,2,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Something Else,No,Currently Studying,60->64,Seniors,2,2+ cars,Female,Spouse,Fully Owned,Whitehorse (C),"$300-$399 ($15,600-$20,799)",811.349325547,395.8063922,5.0
Y24H5900215P01,Y24H5900215,1,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,5,2+ cars,Male,Self,Being Purchased,Whitehorse (C),"$3,000-$3,499 ($156,000-$181,999)",204.499671523,297.0035416,30.5
Y24H5900215P02,Y24H5900215,2,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Sales Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,5,2+ cars,Female,Spouse,Being Purchased,Whitehorse (C),"$1-$149 ($1-$7,799)",195.329496772,297.0035416,5.0
Y24H5900215P03,Y24H5900215,3,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,5,2+ cars,Female,Child,Being Purchased,Whitehorse (C),"$1,500-$1,749 ($78,000-$90,999)",235.859821063,297.0035416,35.0
Y24H5900217P03,Y24H5900217,3,Vehicle Passenger,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Fully Owned,Whitehorse (C),Nil income,361.085577369,358.3843147,15.0
Y24H5900224P02,Y24H5900224,2,Train,Public,"$650-$799 ($33,800-$41,599)",Low,Community and Personal Service Workers,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,2,2+ cars,Female,Child,Fully Owned,Whitehorse (C),"$500-$649 ($26,000-$33,799)",603.656852223,389.0624696,46.0
Y24H5900232P01,Y24H5900232,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Female,Self,Fully Owned,Whitehorse (C),"$1,250-$1,499 ($65,000-$77,999)",535.959048128,446.1697552,6.0
Y24H5900232P02,Y24H5900232,2,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Male,Spouse,Fully Owned,Whitehorse (C),"$1,000-$1,249 ($52,000-$64,999)",307.207004623,446.1697552,26.0
Y24H5900234P03,Y24H5900234,3,Taxi / Rideshare,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Community and Personal Service Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,3,2+ cars,Female,Child,Being Purchased,Whitehorse (C),"$650-$799 ($33,800-$41,599)",307.072047346,406.8773583,41.0
Y24H5900237P02,Y24H5900237,2,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Something Else,No,Currently Studying,75->79,Seniors,3,2+ cars,Female,Spouse,Fully Owned,Whitehorse (C),"$650-$799 ($33,800-$41,599)",741.086296714,475.957601,9.0
Y24H5900238P02,Y24H5900238,2,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",55->59,Adults,3,2+ cars,Male,Spouse,Fully Owned,Whitehorse (C),"$1,500-$1,749 ($78,000-$90,999)",411.81677391,397.9610292,30.0
Y24H5900238P03,Y24H5900238,3,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,3,2+ cars,Female,Child,Fully Owned,Whitehorse (C),"$400-$499 ($20,800-$25,999)",185.236218537,397.9610292,10.5
Y24H5900240P03,Y24H5900240,3,Train,Public,"$500-$649 ($26,000-$33,799)",Low,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,1,1 car,Female,Child,Being Purchased,Whitehorse (C),Nil income,324.505214766,397.2690862,45.0
Y24H5900302P02,Y24H5900302,2,Tram,Public,"$1,250-$1,499 ($65,000-$77,999)",Medium,Community and Personal Service Workers,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,40->44,Adults,2,2+ cars,Female,Spouse,Being Purchased,Port Phillip (C),"$300-$399 ($15,600-$20,799)",1776.542314355,1092.348636,37.0
Y24H5900315P02,Y24H5900315,2,Tram,Public,"$4,000-$4,499 ($208,000-$233,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",55->59,Adults,1,1 car,Male,Spouse,Fully Owned,Port Phillip (C),"$3,000-$3,499 ($156,000-$181,999)",451.836414097,657.1697231,25.0
Y24H5900323P03,Y24H5900323,3,Vehicle Driver,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Managers,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,3,2+ cars,Male,Child,Being Purchased,Port Phillip (C),"$1,750-$1,999 ($91,000-$103,999)",1136.332851723,1040.26527,25.0
Y24H5900330P02,Y24H5900330,2,Bicycle,Active,"$1,000-$1,249 ($52,000-$64,999)",Medium,Technicians and Trades Workers,Trades/Labourers,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,1,1 car,Male,Spouse,Being Rented,Port Phillip (C),"$1,000-$1,249 ($52,000-$64,999)",2124.517572797,741.1726524,15.0
Y24H5900409P01,Y24H5900409,1,Vehicle Driver,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Clerical and Administrative Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",65->69,Seniors,1,1 car,Female,Self,Being Purchased,Hume (C),"$1,000-$1,249 ($52,000-$64,999)",895.780166143,1222.370697,16.0
Y24H5900411P02,Y24H5900411,2,Vehicle Driver,Private,"$150-$299 ($7,800-$15,599)",Low,Community and Personal Service Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Female,Other relative,Being Rented,Hume (C),"$1-$149 ($1-$7,799)",789.549450237,992.3544306,5.0
Y24H5900411P05,Y24H5900411,5,Vehicle Passenger,Private,"$150-$299 ($7,800-$15,599)",Low,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Female,Other relative,Being Rented,Hume (C),Nil income,2037.086217313,992.3544306,2.0
Y24H5900416P02,Y24H5900416,2,Vehicle Driver,Private,"$800-$999 ($41,600-$51,999)",Medium,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,1,1 car,Female,Spouse,Being Purchased,Hume (C),"$650-$799 ($33,800-$41,599)",580.437563521,728.7494845,30.0
Y24H5900418P03,Y24H5900418,3,Vehicle Passenger,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Community and Personal Service Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,1,1 car,Female,Grandchild,Fully Owned,Hume (C),"$1,000-$1,249 ($52,000-$64,999)",772.087148702,1050.81064,14.0
Y24H5910103P01,Y24H5910103,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Female,Self,Being Purchased,Casey (C),"$1,750-$1,999 ($91,000-$103,999)",564.414112948,512.7799863,58.0
Y24H5910103P02,Y24H5910103,2,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,30->34,Adults,2,2+ cars,Male,Spouse,Being Purchased,Casey (C),"$650-$799 ($33,800-$41,599)",582.620166207,512.7799863,18.0
Y24H5910105P01,Y24H5910105,1,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Machinery Operators and Drivers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,2,2+ cars,Male,Self,Fully Owned,Casey (C),"$1,250-$1,499 ($65,000-$77,999)",638.285865808,507.7811806,36.0
Y24H5910105P02,Y24H5910105,2,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Labourers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Male,Spouse,Fully Owned,Casey (C),"$650-$799 ($33,800-$41,599)",737.40978471,507.7811806,43.0
Y24H5910105P03,Y24H5910105,3,Vehicle Passenger,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Fully Owned,Casey (C),Nil income,605.532163663,507.7811806,18.0
Y24H5910109P01,Y24H5910109,1,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,2,2+ cars,Male,Self,Being Purchased,Casey (C),"$2,000-$2,999 ($104,000-$155,999)",663.335144461,510.0874708,30.0
Y24H5910110P01,Y24H5910110,1,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,3,2+ cars,Male,Self,Being Rented,Casey (C),"$1,500-$1,749 ($78,000-$90,999)",596.591240171,658.6482618,15.0
Y24H5910110P02,Y24H5910110,2,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Machinery Operators and Drivers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,3,2+ cars,Male,Sibling,Being Rented,Casey (C),"$1,250-$1,499 ($65,000-$77,999)",856.52866396,658.6482618,30.0
Y24H5910110P04,Y24H5910110,4,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,3,2+ cars,Female,Other relative,Being Rented,Casey (C),"$300-$399 ($15,600-$20,799)",1034.865797397,658.6482618,15.0
Y24H5910115P02,Y24H5910115,2,Vehicle Driver,Private,"$800-$999 ($41,600-$51,999)",Medium,Sales Workers,Clerical/Service workers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,1,1 car,Female,Child,Being Purchased,Casey (C),"$800-$999 ($41,600-$51,999)",371.442503284,399.4371902,60.0
Y24H5910116P01,Y24H5910116,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Male,Self,Being Purchased,Casey (C),"$2,000-$2,999 ($104,000-$155,999)",450.09119023,496.9093747,40.0
Y24H5910135P02,Y24H5910135,2,Vehicle Driver,Private,"$650-$799 ($33,800-$41,599)",Low,Not in Work Force,Not in workforce,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,No,"Not Studying, Not Working",80->84,Seniors,2,2+ cars,Male,Spouse,Being Rented,Casey (C),"$650-$799 ($33,800-$41,599)",282.336365101,370.783311,61.0
Y24H5910301P02,Y24H5910301,2,Vehicle Driver,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Male,Spouse,Being Purchased,Stonnington (C),"$3,000-$3,499 ($156,000-$181,999)",483.950587036,480.3809967,5.0
Y24H5910301P03,Y24H5910301,3,Vehicle Passenger,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Being Purchased,Stonnington (C),Nil income,378.146318641,480.3809967,9.0
Y24H5910301P04,Y24H5910301,4,Vehicle Passenger,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Being Purchased,Stonnington (C),Nil income,453.517303154,480.3809967,9.0
